customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_support_tickets,account_closure_reason,last_contact_before_churn_days,churned
C01767,37,62.29,monthly,check,5,service,56.0,1
C01768,34,101.55,2-year,card,13,,,0
C01769,5,99.31,2-year,bank,8,,,0
C01770,15,95.69,2-year,check,10,,,0
C01771,25,119.83,monthly,bank,5,other,3.0,1
C01772,28,67.85,1-year,bank,9,,,0
C01773,27,100.69,2-year,check,7,,,0
C01774,29,106.25,1-year,card,14,service,21.0,1
C01775,56,41.16,1-year,auto,7,,,0
C01776,10,24.21,monthly,auto,1,,,0
C01777,24,60.47,2-year,auto,11,,,0
C01778,12,105.67,monthly,bank,15,competitor,7.0,1
C01779,23,48.91,monthly,bank,14,other,9.0,1
C01780,50,90.0,2-year,auto,1,,,0
C01781,4,20.73,2-year,check,15,,,0
C01782,25,55.54,2-year,auto,5,,,0
C01783,2,81.55,monthly,card,13,service,8.0,1
C01784,69,32.98,monthly,auto,10,,,0
C01785,53,109.66,monthly,check,15,other,10.0,1
C01786,18,35.63,monthly,auto,5,,,0
C01787,15,110.98,2-year,auto,9,,,0
C01788,8,41.64,1-year,card,10,,,0
C01789,35,119.43,monthly,card,2,competitor,12.0,1
C01790,55,80.47,monthly,card,12,,,0
C01791,43,28.43,monthly,check,2,,,0
C01792,64,26.53,2-year,auto,13,,,0
C01793,25,27.49,1-year,card,2,,,0
C01794,21,78.99,monthly,card,2,competitor,20.0,1
C01795,35,100.96,monthly,bank,7,price,44.0,1
C01796,15,60.3,monthly,bank,2,service,55.0,1
C01797,71,64.48,monthly,card,1,,,0
C01798,14,78.93,2-year,check,0,,,0
C01799,35,73.3,1-year,auto,4,,,0
C01800,38,88.81,monthly,card,7,,,0
C01801,5,67.18,1-year,card,0,,,0
C01802,34,91.39,monthly,card,2,,,0
C01803,33,119.73,monthly,card,9,,,0
C01804,19,55.03,1-year,bank,5,other,8.0,1
C01805,10,21.22,monthly,card,12,,,0
C01806,4,32.56,monthly,bank,13,price,45.0,1
C01807,1,75.35,2-year,card,0,,,0
C01808,35,54.43,2-year,check,15,,,0
C01809,7,114.0,monthly,bank,10,service,42.0,1
C01810,70,82.74,1-year,card,13,,,0
C01811,18,72.04,monthly,card,7,service,24.0,1
C01812,47,99.8,1-year,bank,0,,,0
C01813,49,45.86,monthly,check,14,other,49.0,1
C01814,36,101.97,1-year,card,9,,,0
C01815,64,20.31,monthly,bank,0,,,0
C01816,8,81.97,2-year,check,2,,,0
C01817,17,113.48,2-year,bank,3,,,0
C01818,19,98.79,monthly,card,6,service,11.0,1
C01819,10,105.36,1-year,bank,7,competitor,5.0,1
C01820,22,59.7,monthly,card,6,other,58.0,1
C01821,23,102.42,1-year,auto,13,price,18.0,1
C01822,56,75.08,monthly,auto,15,other,47.0,1
C01823,22,81.85,monthly,bank,10,other,11.0,1
C01824,64,25.89,1-year,card,10,,,0
C01825,56,40.16,monthly,card,13,other,26.0,1
C01826,65,75.1,1-year,check,4,,,0
C01827,8,25.88,1-year,auto,8,price,60.0,1
C01828,71,94.14,monthly,bank,10,,,0
C01829,45,104.01,monthly,check,4,other,43.0,1
C01830,71,112.04,1-year,card,15,other,16.0,1
C01831,26,30.18,1-year,auto,3,,,0
C01832,69,113.97,monthly,bank,0,,,0
C01833,43,26.76,monthly,card,5,,,0
C01834,6,67.41,1-year,auto,13,price,34.0,1
C01835,30,104.03,1-year,auto,5,other,4.0,1
C01836,10,27.03,2-year,bank,3,,,0
C01837,68,21.82,monthly,auto,13,,,0
C01838,22,22.49,1-year,card,2,,,0
C01839,17,71.13,1-year,bank,2,competitor,60.0,1
C01840,40,101.16,monthly,check,14,service,15.0,1
C01841,31,32.74,monthly,check,5,,,0
C01842,7,32.46,monthly,bank,0,,,0
C01843,59,76.85,2-year,auto,6,,,0
C01844,61,43.43,monthly,auto,11,price,26.0,1
C01845,54,93.02,1-year,card,12,,,0
C01846,45,114.96,1-year,auto,1,,,0
C01847,29,96.6,monthly,card,4,,,0
C01848,40,107.72,2-year,check,9,,,0
C01849,38,71.96,1-year,bank,10,,,0
C01850,12,103.23,monthly,bank,9,other,25.0,1
C01851,6,38.29,1-year,card,5,,,0
C01852,19,26.83,1-year,bank,13,,,0
C01853,33,85.6,monthly,card,1,service,29.0,1
C01854,12,25.2,1-year,auto,13,,,0
C01855,8,109.25,1-year,card,15,,,0
C01856,62,89.16,monthly,bank,10,,,0
C01857,27,115.22,2-year,card,6,,,0
C01858,43,51.39,1-year,card,6,,,0
C01859,38,68.62,1-year,bank,6,,,0
C01860,53,94.17,monthly,auto,2,,,0
C01861,54,44.28,monthly,bank,3,,,0
C01862,22,74.18,monthly,auto,10,,,0
C01863,62,85.95,1-year,auto,8,,,0
C01864,27,117.88,1-year,bank,7,,,0
C01865,61,94.47,1-year,auto,7,,,0
C01866,30,31.81,monthly,bank,1,other,27.0,1
C01867,8,67.53,1-year,check,13,price,31.0,1
C01868,55,78.88,2-year,check,15,,,0
C01869,3,34.66,1-year,check,3,service,53.0,1
C01870,56,63.2,1-year,auto,5,,,0
C01871,4,48.4,2-year,card,10,,,0
C01872,15,31.88,monthly,bank,0,price,17.0,1
C01873,44,71.2,1-year,check,1,,,0
C01874,68,36.56,2-year,bank,14,,,0
C01875,30,79.05,1-year,auto,2,,,0
C01876,9,36.97,monthly,bank,9,competitor,43.0,1
C01877,17,92.36,2-year,bank,14,,,0
C01878,65,39.52,monthly,bank,11,service,50.0,1
C01879,53,109.63,monthly,check,4,service,16.0,1
C01880,8,22.62,monthly,card,2,service,21.0,1
C01881,28,72.2,monthly,card,11,other,14.0,1
C01882,20,52.01,monthly,auto,6,,,0
C01883,13,42.51,monthly,card,15,service,42.0,1
C01884,61,67.16,2-year,card,10,,,0
C01885,45,104.2,monthly,bank,0,,,0
C01886,13,111.53,1-year,bank,4,,,0
C01887,47,50.32,2-year,card,11,,,0
C01888,30,35.42,2-year,auto,11,,,0
C01889,5,92.01,monthly,card,11,competitor,19.0,1
C01890,33,78.2,monthly,bank,3,,,0
C01891,14,40.1,1-year,card,3,,,0
C01892,18,96.03,2-year,bank,3,,,0
C01893,64,71.89,1-year,card,11,,,0
C01894,52,85.34,monthly,auto,0,,,0
C01895,10,55.93,1-year,auto,13,other,54.0,1
C01896,62,63.91,1-year,card,4,,,0
C01897,42,38.03,1-year,card,7,,,0
C01898,63,95.65,2-year,auto,3,,,0
C01899,54,35.7,1-year,bank,6,,,0
C01900,25,97.83,1-year,card,12,service,15.0,1
C01901,39,99.8,1-year,card,3,,,0
C01902,39,94.66,1-year,bank,9,service,27.0,1
C01903,52,21.94,1-year,check,0,,,0
C01904,18,47.31,monthly,check,2,price,53.0,1
C01905,24,66.83,1-year,card,10,,,0
C01906,18,79.55,1-year,bank,9,price,47.0,1
C01907,22,111.92,monthly,bank,9,price,40.0,1
C01908,12,57.56,monthly,check,3,other,20.0,1
C01909,3,107.5,1-year,bank,3,,,0
C01910,68,36.34,1-year,card,6,,,0
C01911,6,57.13,monthly,auto,2,,,0
C01912,64,25.23,monthly,check,14,,,0
C01913,1,94.25,monthly,bank,4,other,55.0,1
C01914,56,35.07,2-year,card,11,,,0
C01915,24,45.7,2-year,card,2,,,0
C01916,38,97.52,1-year,auto,10,,,0
C01917,21,73.47,monthly,auto,3,competitor,46.0,1
C01918,36,21.4,1-year,check,4,,,0
C01919,33,20.22,1-year,card,6,,,0
C01920,39,71.07,2-year,bank,1,,,0
C01921,29,50.5,monthly,bank,1,price,32.0,1
C01922,39,38.03,monthly,card,12,competitor,18.0,1
C01923,60,81.36,1-year,card,5,,,0
C01924,32,42.84,monthly,bank,9,,,0
C01925,27,79.22,1-year,bank,10,,,0
C01926,10,57.93,1-year,check,9,,,0
C01927,26,38.67,monthly,check,10,,,0
C01928,10,33.81,monthly,bank,15,service,12.0,1
C01929,14,43.69,1-year,bank,10,,,0
C01930,69,22.98,2-year,check,5,,,0
C01931,7,50.81,monthly,card,4,other,55.0,1
C01932,35,110.2,monthly,card,12,,,0
C01933,61,103.14,1-year,auto,6,,,0
C01934,69,57.2,monthly,card,8,,,0
C01935,11,77.58,1-year,card,13,,,0
C01936,12,76.74,1-year,check,3,other,28.0,1
C01937,27,102.87,monthly,check,3,competitor,1.0,1
C01938,40,43.63,1-year,card,0,,,0
C01939,70,49.64,1-year,auto,1,,,0
C01940,15,50.18,monthly,card,9,service,58.0,1
C01941,12,24.09,1-year,check,8,,,0
C01942,19,51.47,2-year,check,4,,,0
C01943,63,107.79,1-year,auto,3,,,0
C01944,3,111.2,monthly,check,11,competitor,16.0,1
C01945,28,30.96,1-year,check,1,,,0
C01946,9,65.81,monthly,card,11,other,13.0,1
C01947,12,58.13,1-year,auto,14,price,18.0,1
C01948,67,68.94,1-year,card,7,,,0
C01949,1,75.47,monthly,bank,7,,,0
C01950,24,22.03,monthly,bank,8,price,7.0,1
C01951,66,104.22,2-year,bank,1,,,0
C01952,44,117.37,monthly,check,10,price,35.0,1
C01953,6,85.34,2-year,card,5,,,0
C01954,34,86.05,1-year,bank,7,,,0
C01955,70,72.8,1-year,bank,0,,,0
C01956,29,53.43,monthly,check,14,,,0
C01957,39,34.9,monthly,check,5,,,0
C01958,39,78.41,monthly,auto,1,competitor,58.0,1
C01959,48,24.49,1-year,card,12,,,0
C01960,14,102.45,2-year,auto,15,,,0
C01961,61,62.09,2-year,bank,8,,,0
C01962,72,61.48,monthly,bank,0,,,0
C01963,11,52.72,monthly,check,15,price,26.0,1
C01964,59,116.94,monthly,card,3,,,0
C01965,59,37.49,2-year,auto,3,,,0
C01966,54,35.13,monthly,bank,11,other,53.0,1
C01967,27,36.55,monthly,auto,5,,,0
C01968,34,85.85,1-year,card,1,competitor,34.0,1
C01969,61,119.19,1-year,auto,10,,,0
C01970,12,43.55,monthly,bank,4,competitor,13.0,1
C01971,60,110.56,1-year,check,13,,,0
C01972,67,47.86,monthly,auto,2,,,0
C01973,50,84.79,monthly,card,14,other,1.0,1
C01974,25,24.05,monthly,bank,11,price,31.0,1
C01975,41,69.57,monthly,auto,3,,,0
C01976,4,85.46,2-year,card,9,service,55.0,1
C01977,68,73.63,1-year,card,15,,,0
C01978,25,43.78,1-year,check,1,,,0
C01979,5,102.85,monthly,card,13,price,5.0,1
C01980,58,117.01,1-year,auto,7,,,0
C01981,48,65.92,2-year,auto,15,,,0
C01982,45,83.59,monthly,card,3,,,0
C01983,4,99.04,2-year,card,11,service,26.0,1
C01984,55,44.15,1-year,auto,15,,,0
C01985,46,106.45,1-year,check,5,,,0
C01986,58,48.02,monthly,auto,1,,,0
C01987,60,97.58,1-year,auto,6,,,0
C01988,16,31.21,1-year,bank,9,,,0
C01989,16,48.84,2-year,bank,10,,,0
C01990,67,73.36,2-year,check,7,,,0
C01991,39,72.49,monthly,check,14,price,1.0,1
C01992,32,105.04,2-year,bank,9,,,0
C01993,21,119.61,2-year,bank,10,,,0
C01994,47,30.72,1-year,bank,15,,,0
C01995,55,47.14,monthly,check,15,other,11.0,1
C01996,1,55.76,monthly,bank,5,competitor,4.0,1
C01997,40,67.89,monthly,bank,4,,,0
C01998,72,69.39,monthly,card,11,competitor,29.0,1
C01999,21,105.62,2-year,auto,8,,,0
C02000,21,97.06,monthly,check,7,,,0
C02001,64,21.89,1-year,auto,11,,,0
C02002,5,65.5,1-year,auto,10,competitor,15.0,1
C02003,29,81.81,1-year,check,14,service,39.0,1
C02004,33,66.04,monthly,bank,5,service,59.0,1
C02005,58,33.06,1-year,check,12,,,0
C02006,10,59.75,1-year,check,3,,,0
C02007,32,61.17,1-year,auto,14,,,0
C02008,11,38.77,monthly,card,1,,,0
C02009,57,95.63,1-year,card,12,,,0
C02010,46,52.14,monthly,card,1,,,0
C02011,36,78.9,1-year,card,14,,,0
C02012,29,71.57,monthly,check,15,other,12.0,1
C02013,12,107.74,monthly,card,13,price,48.0,1
C02014,67,32.2,2-year,card,12,,,0
C02015,47,31.43,monthly,bank,7,,,0
C02016,23,50.03,2-year,auto,3,,,0
C02017,30,63.12,2-year,bank,15,,,0
C02018,53,49.85,monthly,bank,8,,,0
C02019,52,96.32,monthly,bank,13,,,0
C02020,34,44.53,monthly,auto,11,other,48.0,1
C02021,22,28.48,2-year,bank,11,,,0
C02022,48,61.38,1-year,bank,5,other,46.0,1
C02023,48,97.34,monthly,auto,6,,,0
C02024,44,105.06,1-year,bank,7,,,0
C02025,6,93.33,monthly,bank,9,service,9.0,1
C02026,35,75.79,1-year,auto,11,competitor,51.0,1
C02027,45,92.42,1-year,bank,3,,,0
C02028,69,88.14,monthly,check,3,,,0
C02029,38,43.44,2-year,check,0,,,0
C02030,25,75.08,monthly,card,8,price,29.0,1
C02031,41,97.06,1-year,card,10,,,0
C02032,13,51.71,1-year,auto,3,,,0
C02033,7,85.4,2-year,bank,11,,,0
C02034,49,68.15,monthly,bank,0,,,0
C02035,72,70.32,2-year,check,13,,,0
C02036,61,29.01,monthly,card,11,price,22.0,1
C02037,43,86.62,2-year,card,10,,,0
C02038,3,106.57,monthly,bank,11,competitor,29.0,1
C02039,72,34.14,1-year,auto,5,,,0
C02040,33,56.61,monthly,check,15,service,12.0,1
C02041,21,24.87,2-year,check,11,,,0
C02042,65,22.96,2-year,check,2,,,0
C02043,54,118.97,monthly,auto,14,price,15.0,1
C02044,54,69.35,1-year,auto,11,,,0
C02045,20,55.55,1-year,card,4,,,0
C02046,72,47.49,monthly,check,15,price,1.0,1
C02047,33,118.0,1-year,check,3,,,0
C02048,39,45.23,1-year,card,10,,,0
C02049,55,92.57,1-year,auto,10,,,0
C02050,48,48.38,monthly,bank,15,other,5.0,1
C02051,13,27.05,2-year,auto,9,,,0
C02052,22,88.33,monthly,card,15,competitor,34.0,1
C02053,27,20.16,1-year,check,4,,,0
C02054,69,87.57,monthly,check,12,,,0
C02055,52,45.04,monthly,check,3,,,0
C02056,27,94.61,monthly,card,15,competitor,9.0,1
C02057,53,96.98,monthly,card,12,competitor,58.0,1
C02058,54,92.41,1-year,check,10,service,15.0,1
C02059,29,22.45,1-year,auto,1,,,0
C02060,30,90.37,1-year,check,7,,,0
C02061,65,119.01,1-year,card,2,,,0
C02062,41,44.26,monthly,auto,14,,,0
C02063,11,47.42,monthly,bank,6,competitor,7.0,1
C02064,52,101.35,1-year,card,13,,,0
C02065,43,36.04,1-year,bank,14,,,0
C02066,37,86.06,1-year,card,1,,,0
C02067,53,95.5,monthly,auto,12,,,0
C02068,66,23.72,2-year,auto,4,,,0
C02069,24,75.38,monthly,card,1,,,0
C02070,31,77.59,1-year,check,4,other,23.0,1
C02071,14,50.34,monthly,card,8,,,0
C02072,47,107.63,1-year,bank,13,other,2.0,1
C02073,29,36.27,monthly,card,11,,,0
C02074,25,56.42,1-year,check,3,,,0
C02075,51,104.87,monthly,card,4,service,49.0,1
C02076,30,39.06,1-year,auto,4,,,0
C02077,34,102.14,monthly,card,11,other,43.0,1
C02078,32,27.91,1-year,bank,8,,,0
C02079,19,68.92,monthly,auto,0,service,37.0,1
C02080,10,27.53,monthly,auto,1,,,0
C02081,60,87.79,1-year,card,1,,,0
C02082,7,99.06,monthly,card,15,other,10.0,1
C02083,24,104.99,monthly,auto,8,price,32.0,1
C02084,49,118.13,2-year,auto,7,,,0
C02085,10,87.2,2-year,bank,12,,,0
C02086,48,96.91,2-year,card,3,,,0
C02087,53,70.58,monthly,card,0,,,0
C02088,48,111.27,1-year,bank,4,,,0
C02089,22,84.38,1-year,check,3,,,0
C02090,2,108.36,monthly,card,12,other,29.0,1
C02091,64,43.55,1-year,check,13,,,0
C02092,24,69.67,monthly,auto,10,,,0
C02093,58,92.98,2-year,card,14,,,0
C02094,15,40.27,1-year,auto,7,,,0
C02095,12,41.13,monthly,auto,3,service,50.0,1
C02096,57,117.8,monthly,bank,5,service,49.0,1
C02097,68,63.46,monthly,card,2,,,0
C02098,62,38.18,monthly,bank,14,,,0
C02099,55,53.15,1-year,bank,9,,,0
C02100,18,59.74,1-year,bank,12,,,0
C02101,66,82.31,1-year,auto,4,,,0
C02102,49,112.3,monthly,card,11,,,0
C02103,13,118.66,1-year,bank,5,,,0
C02104,10,85.17,monthly,auto,7,other,27.0,1
C02105,63,89.99,monthly,card,10,,,0
C02106,20,52.18,2-year,card,15,,,0
C02107,56,105.72,1-year,bank,8,service,21.0,1
C02108,10,41.78,1-year,auto,11,competitor,5.0,1
C02109,21,30.64,2-year,auto,9,,,0
C02110,21,117.33,monthly,auto,6,service,31.0,1
C02111,21,106.41,2-year,auto,14,,,0
C02112,49,50.36,1-year,card,15,,,0
C02113,66,87.52,1-year,bank,4,,,0
C02114,66,66.7,monthly,check,14,,,0
C02115,54,52.31,monthly,card,7,,,0
C02116,15,48.68,monthly,auto,11,competitor,13.0,1
C02117,70,33.6,monthly,check,8,,,0
C02118,40,74.93,monthly,auto,12,price,55.0,1
C02119,40,64.66,1-year,bank,13,,,0
C02120,51,71.22,1-year,check,6,,,0
C02121,56,41.54,monthly,card,11,,,0
C02122,69,113.86,1-year,card,8,,,0
C02123,42,83.86,2-year,check,12,,,0
C02124,44,109.96,1-year,card,3,,,0
C02125,54,30.93,1-year,bank,11,,,0
C02126,19,82.29,1-year,auto,9,,,0
C02127,23,104.95,monthly,bank,7,price,45.0,1
C02128,46,53.09,monthly,bank,5,price,21.0,1
C02129,5,39.51,2-year,bank,11,,,0
C02130,24,46.5,1-year,check,5,,,0
C02131,52,47.29,1-year,auto,0,,,0
C02132,71,64.72,2-year,check,15,,,0
C02133,38,52.6,monthly,bank,7,,,0
C02134,29,47.13,monthly,bank,2,,,0
C02135,32,84.85,1-year,card,3,,,0
C02136,50,25.3,monthly,card,13,competitor,49.0,1
C02137,40,54.04,1-year,bank,5,,,0
C02138,2,88.98,2-year,bank,4,price,15.0,1
C02139,39,37.58,1-year,auto,7,,,0
C02140,29,42.09,monthly,auto,0,,,0
C02141,51,40.07,1-year,card,8,,,0
C02142,64,20.09,monthly,bank,0,,,0
C02143,70,67.38,2-year,card,13,,,0
C02144,44,23.9,monthly,card,6,,,0
C02145,27,47.29,2-year,bank,3,,,0
C02146,32,119.48,monthly,auto,7,other,2.0,1
C02147,13,111.84,monthly,card,2,,,0
C02148,68,41.51,1-year,check,5,,,0
C02149,62,51.0,monthly,bank,2,,,0
C02150,62,66.37,monthly,check,10,,,0
C02151,24,104.44,2-year,auto,15,,,0
C02152,24,100.26,2-year,auto,7,,,0
C02153,62,32.62,monthly,auto,1,,,0
C02154,40,32.44,1-year,bank,1,,,0
C02155,51,61.67,2-year,card,13,,,0
C02156,36,107.01,2-year,auto,5,,,0
C02157,32,108.21,monthly,auto,4,price,41.0,1
C02158,46,30.74,monthly,auto,1,,,0
C02159,59,77.43,2-year,bank,10,,,0
C02160,25,35.57,monthly,bank,1,,,0
C02161,59,88.61,monthly,card,14,price,16.0,1
C02162,18,111.64,1-year,bank,3,price,15.0,1
C02163,30,65.48,monthly,bank,1,,,0
C02164,66,28.31,2-year,bank,11,,,0
C02165,69,77.93,monthly,auto,5,,,0
C02166,67,60.85,1-year,check,11,,,0
C02167,23,101.09,2-year,card,0,,,0
C02168,61,54.03,2-year,check,13,,,0
C02169,68,107.49,2-year,check,4,,,0
C02170,71,47.37,2-year,check,12,,,0
C02171,2,35.75,monthly,auto,14,competitor,22.0,1
C02172,54,50.65,2-year,auto,8,,,0
C02173,72,23.49,2-year,bank,5,,,0
C02174,56,48.12,1-year,bank,5,,,0
C02175,17,86.01,monthly,card,10,price,23.0,1
C02176,55,34.23,monthly,auto,0,,,0
C02177,8,31.14,1-year,auto,2,,,0
C02178,35,33.24,1-year,check,10,,,0
C02179,46,27.76,monthly,card,0,,,0
C02180,33,107.46,monthly,check,4,competitor,32.0,1
C02181,51,114.41,1-year,auto,10,,,0
C02182,18,24.66,monthly,card,4,service,4.0,1
C02183,44,96.01,2-year,check,14,,,0
C02184,47,93.72,monthly,check,15,service,52.0,1
C02185,46,119.69,monthly,check,0,,,0
C02186,21,54.79,monthly,check,2,,,0
C02187,22,48.55,2-year,auto,14,,,0
C02188,19,65.31,2-year,card,0,,,0
C02189,34,105.66,monthly,check,7,competitor,21.0,1
C02190,43,92.86,monthly,auto,15,other,47.0,1
C02191,27,67.16,monthly,auto,9,other,15.0,1
C02192,30,44.46,monthly,bank,4,price,36.0,1
C02193,21,92.7,1-year,auto,0,,,0
C02194,16,105.45,monthly,bank,6,service,51.0,1
C02195,48,60.0,1-year,bank,8,,,0
C02196,59,86.86,monthly,auto,1,,,0
C02197,21,60.02,monthly,bank,8,price,38.0,1
C02198,62,67.85,monthly,bank,6,,,0
C02199,42,72.49,monthly,check,5,,,0
C02200,13,97.57,monthly,check,15,competitor,5.0,1
C02201,27,117.75,monthly,auto,14,price,33.0,1
C02202,1,64.44,monthly,check,11,other,1.0,1
C02203,3,54.23,2-year,card,9,,,0
C02204,25,57.36,monthly,card,7,service,53.0,1
C02205,33,33.39,monthly,auto,1,,,0
C02206,58,49.69,monthly,bank,4,,,0
C02207,10,28.64,1-year,card,0,,,0
C02208,61,62.79,2-year,card,5,,,0
C02209,17,36.74,1-year,card,7,,,0
C02210,10,54.64,1-year,card,9,service,14.0,1
C02211,51,99.36,2-year,auto,5,,,0
C02212,56,44.59,monthly,check,4,,,0
C02213,44,81.19,2-year,check,11,,,0
C02214,9,110.12,1-year,card,2,competitor,24.0,1
C02215,9,76.69,monthly,check,2,price,18.0,1
C02216,29,39.38,monthly,auto,11,competitor,11.0,1
C02217,33,54.48,monthly,auto,9,,,0
C02218,72,79.04,monthly,bank,13,service,37.0,1
C02219,21,70.66,2-year,check,11,other,4.0,1
C02220,14,34.86,monthly,bank,14,other,13.0,1
C02221,69,64.68,1-year,auto,10,,,0
C02222,12,74.31,2-year,auto,13,,,0
C02223,2,46.73,monthly,card,2,other,21.0,1
C02224,31,81.24,monthly,bank,8,price,41.0,1
C02225,29,27.02,1-year,card,15,,,0
C02226,45,53.66,2-year,check,12,,,0
C02227,64,100.43,monthly,bank,6,,,0
C02228,68,45.93,monthly,check,14,,,0
C02229,21,80.52,1-year,auto,5,,,0
C02230,71,61.0,2-year,auto,0,,,0
C02231,46,51.65,monthly,card,12,other,53.0,1
C02232,6,111.61,monthly,card,6,service,19.0,1
C02233,68,54.33,2-year,auto,0,,,0
C02234,10,43.67,monthly,card,3,,,0
C02235,43,110.93,monthly,bank,1,service,32.0,1
C02236,57,94.59,1-year,auto,15,,,0
C02237,18,88.18,monthly,bank,13,other,20.0,1
C02238,20,24.95,monthly,card,14,,,0
C02239,35,33.12,1-year,auto,2,,,0
C02240,64,83.83,1-year,check,12,,,0
C02241,17,40.94,1-year,bank,9,,,0
C02242,48,42.56,monthly,check,4,,,0
C02243,33,97.91,1-year,check,10,,,0
C02244,9,48.59,1-year,check,15,price,22.0,1
C02245,52,27.16,2-year,auto,7,,,0
C02246,60,23.64,1-year,auto,0,,,0
C02247,42,64.32,1-year,bank,13,,,0
C02248,13,81.71,2-year,auto,3,,,0
C02249,12,106.89,2-year,auto,2,,,0
C02250,31,31.08,monthly,card,9,competitor,44.0,1
C02251,37,39.67,2-year,bank,12,,,0
C02252,40,72.98,2-year,check,12,,,0
C02253,18,56.41,monthly,auto,13,competitor,5.0,1
C02254,37,68.25,monthly,check,14,,,0
C02255,22,112.41,1-year,check,2,,,0
C02256,50,74.49,monthly,bank,4,,,0
C02257,58,61.51,1-year,card,11,,,0
C02258,47,118.94,1-year,auto,6,,,0
C02259,1,26.52,monthly,check,11,other,60.0,1
C02260,72,113.21,monthly,bank,7,,,0
C02261,2,70.17,2-year,auto,7,,,0
C02262,72,70.38,monthly,card,0,,,0
C02263,3,112.2,1-year,bank,9,competitor,28.0,1
C02264,38,70.73,monthly,auto,13,,,0
C02265,8,63.84,monthly,bank,13,service,38.0,1
C02266,7,47.25,1-year,auto,5,other,49.0,1
C02267,50,85.88,monthly,auto,10,service,42.0,1
C02268,53,76.96,1-year,card,3,,,0
C02269,9,41.43,1-year,bank,10,price,22.0,1
C02270,71,90.94,monthly,auto,6,,,0
C02271,24,84.41,monthly,bank,14,other,3.0,1
C02272,23,59.73,1-year,card,11,,,0
C02273,22,20.44,1-year,card,1,,,0
C02274,34,64.66,1-year,card,13,,,0
C02275,13,20.61,1-year,card,11,,,0
C02276,31,27.5,monthly,bank,3,,,0
C02277,16,63.06,monthly,bank,4,other,29.0,1
C02278,4,28.19,1-year,auto,2,,,0
C02279,27,47.57,1-year,check,4,,,0
C02280,49,85.55,2-year,card,15,,,0
C02281,55,50.86,monthly,card,14,other,47.0,1
C02282,26,119.76,1-year,card,8,,,0
C02283,24,111.63,1-year,bank,5,,,0
C02284,57,78.53,monthly,check,5,,,0
C02285,50,116.69,1-year,card,15,,,0
C02286,60,106.8,1-year,bank,3,,,0
C02287,66,51.89,monthly,bank,12,,,0
C02288,60,94.96,monthly,card,15,,,0
C02289,68,33.68,monthly,card,13,,,0
C02290,30,88.46,2-year,card,11,,,0
C02291,29,69.11,monthly,card,14,service,36.0,1
C02292,24,21.68,monthly,auto,3,,,0
C02293,17,47.42,monthly,auto,15,,,0
C02294,54,115.54,monthly,check,1,,,0
C02295,52,51.58,monthly,auto,0,,,0
C02296,58,38.15,1-year,auto,3,,,0
C02297,13,38.75,monthly,auto,9,other,13.0,1
C02298,36,67.92,monthly,card,3,,,0
C02299,16,104.26,monthly,auto,10,price,38.0,1
C02300,65,95.8,monthly,bank,1,,,0
C02301,20,63.69,monthly,check,11,service,3.0,1
C02302,11,40.87,1-year,auto,3,,,0
C02303,42,24.61,1-year,bank,8,,,0
C02304,64,66.26,1-year,bank,1,,,0
C02305,66,101.48,monthly,card,15,service,23.0,1
C02306,7,92.97,2-year,card,6,,,0
C02307,24,60.86,1-year,card,9,,,0
C02308,12,79.47,monthly,bank,7,service,48.0,1
C02309,23,63.62,monthly,auto,9,competitor,49.0,1
C02310,39,77.9,1-year,bank,7,,,0
C02311,21,71.75,monthly,check,1,competitor,30.0,1
C02312,5,88.1,monthly,card,13,,,0
C02313,37,70.77,1-year,check,10,,,0
C02314,4,114.06,monthly,auto,4,service,33.0,1
C02315,17,62.8,2-year,bank,1,,,0
C02316,1,21.59,monthly,bank,14,competitor,57.0,1
C02317,7,43.64,monthly,auto,5,service,12.0,1
C02318,32,70.06,monthly,check,14,competitor,3.0,1
C02319,62,74.06,monthly,bank,12,competitor,58.0,1
C02320,56,75.24,2-year,card,15,,,0
C02321,8,91.46,2-year,auto,10,competitor,32.0,1
C02322,3,47.46,2-year,check,2,,,0
C02323,25,86.49,1-year,card,0,,,0
C02324,47,90.4,monthly,check,3,service,30.0,1
C02325,54,61.13,monthly,auto,7,,,0
C02326,60,60.22,monthly,auto,9,,,0
C02327,25,37.89,2-year,card,14,other,40.0,1
C02328,13,61.4,monthly,bank,2,competitor,54.0,1
C02329,2,98.68,monthly,auto,10,other,18.0,1
C02330,11,110.9,1-year,auto,1,price,41.0,1
C02331,5,79.36,1-year,check,7,,,0
C02332,62,49.94,monthly,bank,1,,,0
C02333,20,88.23,1-year,auto,5,,,0
C02334,60,94.01,1-year,check,9,,,0
C02335,40,53.22,2-year,check,11,,,0
C02336,39,102.65,monthly,auto,12,service,31.0,1
C02337,33,27.37,monthly,bank,8,service,8.0,1
C02338,59,21.08,monthly,check,4,,,0
C02339,4,32.3,2-year,card,14,,,0
C02340,7,35.6,2-year,check,14,,,0
C02341,31,107.89,1-year,check,15,service,39.0,1
C02342,29,62.5,monthly,auto,12,,,0
C02343,40,47.49,monthly,bank,12,,,0
C02344,54,62.91,1-year,auto,1,,,0
C02345,43,59.48,monthly,check,9,price,45.0,1
C02346,19,50.15,1-year,card,6,,,0
C02347,24,33.79,2-year,card,4,,,0
C02348,55,85.59,monthly,card,1,,,0
