age,income,years_experience,region,account_type,marketing_channel,subscription_months,support_tickets_last_year,n_logins_last_30d,last_login_days_ago,device_type,education_level,target
67,39315.18,30,north,premium,paid,1,20,93,210,tablet,phd,1
69,44617.01,35,east,basic,paid,46,16,49,88,desktop,bachelors,1
37,63425.26,7,west,premium,social,5,7,68,46,desktop,masters,1
53,135599.8,25,east,basic,organic,39,18,97,50,desktop,phd,1
39,35649.41,16,south,premium,paid,12,0,88,112,mobile,high_school,0
44,31114.64,12,east,premium,paid,58,0,40,29,desktop,bachelors,0
51,21433.59,24,west,basic,social,47,18,51,184,mobile,masters,1
40,52148.86,14,west,basic,paid,7,14,59,363,desktop,bachelors,0
60,21090.7,25,south,basic,organic,54,12,12,93,desktop,bachelors,1
28,37113.29,6,south,premium,paid,16,7,23,14,desktop,bachelors,0
53,28418.34,22,south,basic,organic,33,17,71,14,desktop,high_school,0
70,93383.89,30,west,basic,paid,6,12,7,60,mobile,bachelors,0
63,36133.01,30,north,basic,referral,7,9,60,214,desktop,phd,1
20,62202.98,2,west,basic,paid,15,7,48,172,mobile,phd,1
24,18723.69,2,north,basic,referral,33,7,49,146,mobile,high_school,0
51,53045.44,21,west,premium,organic,33,12,85,276,mobile,masters,1
67,23815.78,32,south,premium,referral,52,13,27,142,mobile,high_school,0
62,37972.25,28,east,premium,social,10,16,79,225,desktop,phd,1
65,184743.11,29,east,basic,paid,45,8,79,364,tablet,high_school,0
25,85759.71,9,west,enterprise,social,1,5,100,62,mobile,phd,1
45,45385.7,21,west,premium,paid,18,11,82,40,mobile,masters,1
56,334156.64,23,north,premium,referral,11,12,51,79,mobile,high_school,0
51,28307.87,23,south,premium,paid,8,5,36,56,mobile,high_school,0
59,98629.91,29,north,basic,social,36,1,78,303,tablet,masters,1
29,19543.45,3,east,premium,organic,55,6,93,320,mobile,high_school,0
42,42346.72,16,east,basic,organic,41,1,28,204,tablet,bachelors,1
41,21836.24,17,south,enterprise,organic,52,1,37,47,mobile,phd,1
67,57203.22,26,west,premium,paid,36,20,50,311,desktop,bachelors,0
28,50694.98,4,south,basic,referral,4,16,10,335,desktop,bachelors,0
35,40757.74,14,south,basic,referral,21,0,31,149,mobile,bachelors,0
19,94394.13,5,south,premium,organic,50,7,16,245,desktop,high_school,0
26,34882.5,10,east,basic,referral,3,5,78,222,desktop,phd,1
69,59641.75,34,north,basic,organic,6,20,49,193,mobile,high_school,0
62,80204.34,23,west,enterprise,referral,51,9,60,129,mobile,high_school,0
31,20132.03,3,east,basic,organic,4,5,8,101,desktop,high_school,0
55,31286.79,27,east,basic,paid,58,13,57,100,tablet,phd,1
49,50630.86,23,north,basic,paid,46,9,72,131,tablet,high_school,0
66,71545.73,28,west,premium,paid,40,3,69,278,mobile,masters,1
33,115006.35,5,west,premium,referral,33,6,80,302,desktop,masters,0
70,43065.27,29,east,premium,social,6,2,11,41,desktop,masters,0
37,40542.96,16,south,enterprise,paid,25,14,55,21,tablet,phd,1
55,29040.37,27,south,basic,paid,49,20,48,175,mobile,masters,1
39,59753.94,18,south,basic,organic,55,16,90,281,tablet,phd,1
53,41016.49,18,south,basic,referral,27,7,69,205,desktop,high_school,0
35,41588.57,13,east,basic,paid,51,10,96,302,desktop,masters,1
62,46335.65,33,south,basic,referral,47,1,2,261,mobile,bachelors,0
51,68253.01,21,west,basic,referral,4,7,45,258,mobile,bachelors,0
33,34953.07,12,south,premium,paid,38,0,71,197,mobile,masters,1
68,30844.24,33,east,basic,social,37,15,9,19,tablet,phd,1
55,63515.2,19,west,enterprise,organic,33,19,65,65,desktop,masters,0
40,7978.97,13,south,enterprise,referral,47,4,23,271,tablet,bachelors,1
25,34125.26,1,north,premium,paid,54,14,7,113,mobile,bachelors,0
69,24568.35,28,east,enterprise,organic,34,12,66,264,tablet,bachelors,0
58,100907.04,27,south,premium,organic,20,8,43,124,tablet,bachelors,1
53,37625.61,27,west,basic,referral,59,15,40,4,mobile,bachelors,1
62,35016.35,23,west,premium,organic,58,14,32,247,mobile,high_school,0
50,47611.35,18,east,basic,social,42,5,69,326,desktop,high_school,0
30,34295.74,9,west,basic,paid,39,16,62,163,desktop,masters,1
30,38499.91,5,south,premium,paid,7,13,67,48,mobile,bachelors,0
22,51961.91,0,north,premium,referral,25,6,79,151,desktop,phd,1
21,38054.54,0,south,basic,organic,12,15,61,351,mobile,bachelors,0
56,37891.02,19,east,premium,organic,31,13,7,116,desktop,high_school,0
63,26739.72,34,north,enterprise,paid,50,2,15,25,tablet,high_school,0
26,24531.9,5,north,basic,paid,14,3,100,281,mobile,high_school,0
48,50837.12,24,west,basic,paid,60,6,28,87,mobile,phd,1
24,58921.44,5,south,basic,paid,8,0,43,13,desktop,high_school,0
39,20808.27,11,north,enterprise,referral,6,8,38,252,desktop,bachelors,0
59,77339.87,31,south,premium,social,59,9,100,123,mobile,phd,1
61,77530.65,24,north,basic,paid,7,16,83,50,mobile,phd,1
68,87975.49,28,north,premium,referral,45,3,48,19,desktop,high_school,0
34,58684.65,13,south,premium,organic,46,11,68,67,desktop,high_school,0
68,71843.78,33,south,basic,paid,20,13,55,54,desktop,high_school,0
59,181864.2,25,west,enterprise,paid,4,9,65,4,mobile,high_school,0
35,40908.25,12,south,premium,paid,19,19,96,135,mobile,high_school,0
35,26175.66,16,east,basic,organic,5,6,67,302,mobile,bachelors,0
23,19527.21,1,east,enterprise,organic,41,8,11,144,mobile,phd,1
66,140562.06,35,west,basic,organic,54,0,50,13,mobile,bachelors,1
28,141672.36,11,west,basic,organic,60,8,82,322,desktop,bachelors,1
32,28148.24,12,south,basic,paid,49,0,4,231,desktop,high_school,0
39,31685.28,9,north,basic,paid,47,20,36,352,mobile,masters,0
25,40360.44,0,north,premium,organic,53,5,20,213,tablet,bachelors,1
60,102186.43,23,north,basic,referral,47,17,72,174,desktop,masters,1
54,22643.29,25,west,basic,paid,40,2,14,187,desktop,phd,1
26,15063.48,4,east,enterprise,organic,60,5,63,2,tablet,high_school,0
26,179963.38,10,north,basic,organic,20,2,6,137,mobile,high_school,0
19,59125.88,0,north,basic,paid,25,7,93,161,desktop,high_school,0
68,64385.77,31,west,basic,referral,55,12,32,109,mobile,bachelors,1
41,43344.56,11,east,premium,referral,19,8,41,306,tablet,phd,1
52,64826.58,26,north,basic,organic,18,12,79,350,mobile,bachelors,1
25,19761.22,0,west,basic,paid,10,16,38,175,desktop,masters,1
30,29597.57,6,east,enterprise,paid,17,0,11,287,mobile,bachelors,0
46,52213.41,22,south,basic,social,36,8,91,81,mobile,high_school,0
29,12549.87,12,south,enterprise,referral,54,12,11,337,mobile,high_school,0
50,40883.81,25,east,premium,organic,9,10,50,257,desktop,bachelors,0
66,39399.22,33,south,premium,social,41,3,12,268,mobile,bachelors,0
34,40879.58,6,west,basic,paid,46,4,70,217,mobile,bachelors,1
50,35219.35,16,west,enterprise,social,54,7,27,303,mobile,high_school,0
66,26969.58,30,east,basic,organic,46,13,94,195,mobile,masters,1
65,16428.63,30,east,basic,paid,10,20,20,352,mobile,high_school,0
18,53468.51,0,west,premium,paid,30,7,67,242,desktop,phd,1
23,40942.57,0,north,basic,organic,58,10,1,166,mobile,high_school,0
70,21479.0,35,north,basic,referral,55,6,11,76,tablet,high_school,0
67,50895.0,30,west,premium,organic,37,0,27,331,desktop,bachelors,1
35,41069.86,7,north,basic,organic,58,8,89,20,mobile,bachelors,1
45,37174.77,22,east,basic,organic,41,7,100,15,desktop,bachelors,0
48,13438.29,17,east,basic,social,4,3,61,11,mobile,bachelors,0
53,73840.34,19,south,basic,social,55,14,33,39,desktop,phd,1
57,23392.47,25,north,premium,paid,11,5,31,90,mobile,bachelors,0
37,50917.51,17,west,premium,paid,23,4,21,179,mobile,bachelors,1
65,30183.14,34,north,basic,organic,15,8,34,101,tablet,bachelors,1
21,38822.84,0,north,basic,paid,44,20,50,166,mobile,high_school,0
19,97868.06,2,south,basic,social,2,13,69,163,tablet,bachelors,0
68,67438.47,34,north,basic,referral,39,8,23,160,mobile,high_school,0
27,96570.05,9,east,basic,referral,52,17,3,21,mobile,bachelors,1
70,59768.34,38,west,premium,organic,48,0,56,196,mobile,high_school,0
33,62173.62,12,east,basic,referral,19,7,24,109,mobile,phd,1
37,16836.7,14,east,premium,social,54,11,40,197,desktop,bachelors,1
19,40517.33,0,south,basic,social,22,10,71,22,mobile,masters,0
68,42832.59,36,west,basic,paid,41,14,90,318,mobile,bachelors,0
37,102150.13,17,west,basic,organic,31,14,53,264,mobile,high_school,0
26,36180.02,10,west,basic,social,5,9,93,126,desktop,masters,1
43,57464.1,21,north,premium,paid,1,19,27,131,mobile,bachelors,0
26,56131.61,7,north,premium,organic,11,19,72,115,mobile,masters,1
59,98184.64,31,north,enterprise,organic,57,9,98,362,desktop,bachelors,1
21,45240.75,4,south,basic,paid,58,18,21,256,desktop,bachelors,1
44,80553.12,13,north,basic,social,25,13,74,168,tablet,masters,1
38,17625.13,8,west,enterprise,social,59,2,47,237,mobile,bachelors,1
19,18612.49,5,north,premium,social,3,2,88,23,mobile,high_school,0
20,12456.44,0,north,basic,paid,59,1,30,303,mobile,bachelors,1
45,78557.88,21,west,basic,social,14,4,97,218,desktop,bachelors,0
38,73438.25,11,west,basic,organic,3,6,80,113,mobile,phd,1
24,83960.06,1,north,basic,organic,46,1,71,253,mobile,bachelors,1
25,32649.44,8,south,premium,organic,23,12,2,2,desktop,bachelors,1
60,34956.91,27,west,basic,referral,18,8,8,179,mobile,masters,1
56,45586.71,26,west,enterprise,social,46,12,66,345,mobile,bachelors,1
50,116566.78,18,east,premium,social,20,10,48,278,tablet,masters,1
62,135441.74,29,south,premium,social,46,5,32,16,tablet,bachelors,0
21,78927.51,1,east,basic,paid,12,12,85,215,desktop,high_school,0
54,59791.08,28,west,premium,referral,6,19,48,248,mobile,masters,0
57,109232.03,25,north,enterprise,paid,20,6,46,192,mobile,high_school,1
28,42044.95,1,south,basic,referral,37,6,32,117,mobile,high_school,0
46,38771.28,21,west,premium,referral,14,10,99,248,desktop,bachelors,0
58,45369.11,31,east,basic,paid,9,16,36,155,desktop,masters,1
49,27248.98,24,north,basic,organic,45,11,26,347,mobile,masters,1
31,44134.38,4,west,premium,organic,30,17,68,306,mobile,high_school,0
53,25073.21,27,east,premium,social,26,1,3,332,mobile,high_school,0
58,90672.07,24,south,premium,paid,15,2,60,153,desktop,phd,1
18,67928.6,4,south,basic,paid,2,8,57,247,mobile,high_school,0
48,115582.22,20,south,premium,social,4,4,24,52,desktop,high_school,0
44,18442.82,21,west,premium,paid,41,0,77,275,desktop,high_school,0
37,153432.83,10,north,basic,paid,5,4,4,276,mobile,bachelors,0
20,19082.27,2,west,enterprise,referral,15,5,99,283,tablet,masters,1
22,23885.22,4,east,basic,paid,55,19,86,7,desktop,masters,0
57,33776.04,21,west,basic,paid,21,16,17,166,desktop,masters,0
61,107434.05,30,west,premium,referral,45,7,49,100,mobile,high_school,0
40,56125.42,10,west,basic,paid,21,20,19,334,mobile,bachelors,0
67,42349.1,35,west,basic,paid,56,17,62,196,mobile,bachelors,0
67,30467.74,27,south,basic,organic,50,5,35,223,mobile,high_school,0
53,21470.58,18,south,enterprise,social,29,10,49,160,mobile,high_school,0
48,96720.09,19,south,basic,paid,42,19,96,41,desktop,high_school,0
69,79156.61,30,east,basic,social,25,9,62,227,mobile,high_school,0
50,110356.38,15,south,basic,referral,57,7,87,223,mobile,bachelors,1
67,62198.79,26,south,basic,organic,22,18,63,139,tablet,masters,1
69,10044.08,31,north,basic,paid,51,13,47,230,desktop,high_school,0
28,23231.17,6,west,enterprise,paid,37,9,1,142,mobile,bachelors,1
53,64791.05,17,north,premium,referral,39,18,9,241,tablet,masters,1
56,39268.18,20,south,enterprise,paid,22,15,53,127,mobile,masters,0
61,35055.75,28,east,premium,referral,50,7,50,283,desktop,masters,1
36,25287.46,9,east,basic,referral,45,8,50,324,mobile,bachelors,0
63,86556.59,32,west,basic,organic,49,0,85,177,desktop,masters,0
43,64454.55,20,east,premium,social,49,2,9,6,desktop,high_school,0
38,66218.47,8,west,basic,paid,10,20,66,249,desktop,bachelors,0
26,33518.03,10,south,premium,referral,53,1,75,343,mobile,high_school,0
35,54490.01,13,north,basic,organic,51,17,65,259,tablet,bachelors,1
69,21967.98,37,east,premium,organic,15,4,23,131,desktop,bachelors,0
55,45347.18,24,north,basic,referral,59,11,41,206,desktop,high_school,0
56,10756.25,19,west,basic,paid,32,15,5,133,mobile,masters,1
65,19132.24,34,west,enterprise,social,20,20,17,283,desktop,high_school,0
32,40401.12,10,south,basic,referral,14,7,81,265,tablet,high_school,0
53,203835.97,17,west,basic,referral,22,19,62,228,desktop,high_school,0
37,16639.82,8,south,basic,paid,3,9,87,142,mobile,bachelors,0
62,23245.15,25,south,basic,social,42,18,69,63,desktop,high_school,0
40,55829.9,13,south,premium,social,43,2,24,225,mobile,bachelors,0
63,141726.4,28,east,enterprise,organic,41,5,82,123,mobile,high_school,0
57,55342.89,24,west,enterprise,paid,33,13,69,330,mobile,masters,1
58,74703.72,30,south,premium,social,22,14,19,23,mobile,phd,1
67,40032.13,36,east,premium,organic,44,16,0,309,mobile,bachelors,1
59,36084.8,28,south,basic,organic,53,7,77,285,desktop,bachelors,1
35,51498.64,12,south,enterprise,social,6,13,72,188,desktop,masters,0
45,33025.21,21,east,premium,paid,23,13,9,363,mobile,phd,1
43,75702.13,13,west,basic,social,60,20,46,262,desktop,bachelors,1
21,18699.22,2,east,enterprise,paid,52,2,92,15,mobile,masters,0
49,83616.17,22,west,premium,paid,60,0,80,143,tablet,phd,1
41,50190.84,12,north,basic,paid,11,12,82,307,desktop,masters,1
38,43095.22,18,east,premium,paid,28,0,39,284,tablet,bachelors,0
23,18291.82,0,south,basic,social,8,4,12,58,desktop,high_school,0
44,27231.42,11,west,basic,referral,52,10,35,62,desktop,high_school,0
48,100628.51,17,north,basic,social,32,5,69,338,mobile,bachelors,0
23,43253.81,6,north,premium,paid,15,5,84,16,tablet,bachelors,0
51,57932.8,20,west,basic,social,6,7,65,347,desktop,bachelors,1
26,28919.77,2,south,basic,referral,45,14,3,197,mobile,bachelors,0
25,48173.64,8,east,basic,organic,49,7,59,295,mobile,bachelors,0
39,21519.37,9,west,basic,paid,53,16,18,78,desktop,masters,0
38,52048.4,9,south,premium,organic,59,3,61,125,mobile,high_school,0
66,61229.51,35,east,basic,organic,49,2,41,266,tablet,high_school,0
21,59418.97,0,west,basic,social,48,3,53,59,mobile,masters,1
36,28505.41,6,east,basic,social,49,19,60,37,mobile,masters,1
56,39925.46,23,north,basic,organic,60,5,64,222,mobile,phd,1
31,67664.47,11,west,basic,organic,28,0,0,3,desktop,masters,1
70,43180.2,36,east,premium,organic,46,6,97,343,desktop,masters,1
57,41258.68,20,west,basic,social,50,14,58,247,desktop,high_school,0
68,153595.92,30,east,basic,referral,7,7,51,261,mobile,bachelors,0
68,27706.06,33,north,basic,paid,42,8,38,183,tablet,high_school,0
23,93737.26,5,west,premium,paid,21,1,10,228,mobile,bachelors,0
42,24518.71,16,north,basic,social,8,14,63,348,mobile,phd,0
57,72610.78,23,west,premium,organic,11,4,36,1,mobile,high_school,0
18,74973.62,4,west,premium,organic,7,2,91,90,mobile,bachelors,0
41,36090.35,9,west,basic,referral,54,15,66,255,desktop,high_school,0
54,23612.08,27,north,basic,social,47,19,44,45,desktop,high_school,0
60,15029.05,32,south,enterprise,referral,7,12,3,89,mobile,high_school,0
39,33891.92,15,north,basic,social,38,19,56,8,tablet,high_school,0
63,67220.34,28,south,premium,social,40,8,85,20,mobile,phd,1
53,25678.85,21,south,premium,organic,32,10,46,162,mobile,bachelors,0
20,51956.87,0,east,basic,referral,37,7,65,241,desktop,masters,1
32,20214.23,5,south,premium,social,55,10,11,36,desktop,bachelors,1
67,42602.45,28,west,basic,organic,32,18,41,359,tablet,high_school,0
18,24631.31,1,south,basic,referral,40,13,80,283,mobile,high_school,0
23,46780.03,4,south,premium,organic,35,0,42,242,mobile,masters,1
36,36291.99,11,east,enterprise,social,24,12,89,26,tablet,high_school,0
70,23999.31,33,south,basic,organic,54,7,41,189,mobile,phd,1
55,33013.63,19,east,premium,paid,25,11,81,336,desktop,high_school,0
25,27987.29,8,east,basic,referral,48,11,65,87,mobile,bachelors,1
38,22284.47,18,east,premium,paid,37,12,95,197,mobile,masters,1
67,93868.25,28,east,basic,organic,42,18,53,206,tablet,high_school,0
29,39493.65,5,west,basic,organic,46,18,47,254,tablet,high_school,0
48,13077.71,20,west,enterprise,social,45,20,35,336,tablet,phd,1
42,33726.24,10,north,premium,social,34,12,65,47,desktop,high_school,0
58,84865.85,22,south,basic,referral,37,5,98,23,desktop,bachelors,1
57,31044.74,29,west,enterprise,organic,31,4,17,32,desktop,bachelors,1
62,120408.61,24,north,basic,referral,21,17,94,97,mobile,high_school,0
24,29319.34,4,east,premium,referral,44,19,98,129,desktop,masters,1
42,66306.61,19,east,premium,paid,53,0,77,321,desktop,masters,1
54,91307.04,26,north,premium,organic,43,4,58,190,desktop,bachelors,0
40,64222.98,11,south,basic,organic,47,14,87,272,mobile,masters,0
53,21489.15,18,west,premium,organic,50,3,26,210,mobile,high_school,0
51,27848.07,23,north,premium,referral,23,1,64,348,desktop,high_school,0
37,98917.61,11,north,basic,paid,4,20,81,120,tablet,bachelors,0
23,30249.45,8,west,enterprise,paid,21,2,81,244,mobile,phd,1
69,88027.62,35,west,basic,paid,46,4,59,99,mobile,high_school,0
61,37866.77,22,east,basic,referral,49,20,38,85,tablet,high_school,0
65,53362.44,27,south,premium,paid,31,2,95,359,desktop,bachelors,0
33,21339.94,12,north,basic,paid,47,16,68,8,desktop,masters,1
34,34031.42,12,west,premium,organic,5,11,77,99,tablet,high_school,0
35,28993.19,14,north,basic,organic,39,11,62,141,desktop,bachelors,0
19,56126.3,0,west,basic,paid,41,17,88,50,desktop,masters,1
26,51840.06,2,west,premium,paid,31,0,48,282,desktop,bachelors,0
34,64704.75,7,north,enterprise,paid,43,1,55,131,mobile,high_school,0
70,36522.6,35,east,premium,paid,30,4,81,167,mobile,high_school,0
28,28053.31,1,west,basic,organic,32,10,52,111,mobile,bachelors,1
44,54701.01,19,west,basic,organic,37,20,24,326,desktop,bachelors,1
47,26429.78,16,east,premium,referral,48,1,76,154,mobile,masters,1
37,93625.07,12,north,enterprise,paid,15,8,37,288,tablet,bachelors,1
66,45765.53,28,east,premium,referral,19,9,10,228,mobile,bachelors,0
22,40308.55,1,east,premium,organic,26,4,37,349,desktop,phd,1
64,64686.34,32,east,basic,social,13,7,5,220,mobile,bachelors,0
57,46825.41,22,south,basic,paid,21,4,88,360,mobile,bachelors,1
34,18127.2,11,west,basic,referral,22,2,99,255,mobile,phd,1
58,25929.64,21,east,basic,paid,19,10,26,21,desktop,high_school,0
40,92468.68,10,south,basic,paid,25,19,92,57,mobile,masters,1
69,51551.19,35,south,premium,referral,31,8,71,289,mobile,masters,1
19,17873.23,1,south,premium,organic,42,13,96,16,tablet,high_school,0
19,60552.57,1,south,basic,organic,19,14,16,69,desktop,bachelors,0
46,35046.98,15,north,enterprise,organic,51,17,6,289,desktop,high_school,0
67,29007.22,28,east,basic,social,29,17,92,129,desktop,high_school,0
21,24663.42,0,north,premium,social,44,19,27,79,desktop,bachelors,0
59,89317.94,22,south,premium,referral,7,17,60,72,mobile,high_school,0
67,15073.61,35,north,premium,paid,11,19,91,115,mobile,masters,1
43,29657.81,13,south,premium,organic,28,20,34,306,mobile,phd,1
63,52684.47,31,south,premium,social,22,15,9,166,mobile,masters,1
58,126376.12,22,south,basic,organic,30,10,79,349,desktop,high_school,0
29,68344.4,9,east,premium,organic,10,6,45,262,tablet,high_school,0
63,29507.07,26,south,enterprise,social,29,11,2,98,desktop,high_school,0
55,122714.04,22,east,basic,organic,42,17,34,59,mobile,high_school,0
18,21740.37,0,north,premium,social,44,15,53,345,desktop,phd,1
48,57480.54,15,south,basic,referral,15,10,88,330,mobile,bachelors,0
52,65687.95,18,north,premium,social,21,1,22,44,mobile,high_school,0
60,28892.31,30,south,basic,referral,32,5,52,117,mobile,masters,1
58,74500.11,24,east,premium,paid,32,12,18,271,desktop,bachelors,1
43,36014.1,17,west,basic,referral,48,8,29,359,desktop,high_school,0
33,74390.64,11,east,basic,social,24,9,26,330,desktop,high_school,0
